"Name","Article_Number","Origin","Category","Brand","Alcohol","Price","Volume","PackagingType","Manufacturer","New_Year","Region","District","Grapes"
"The Rose Garden Rosé","2563814","Sydafrika","vin","Boschendal","13,00","59,90","0,75","","Boschendal","2013","Coastal Region, Western Cape","","Merlot 50%, Pinotage 20%, Cinsault 10%, Shiraz 10%, övriga 10%"
"Boschendal Elgin Chardonnay","2559724","Sydafrika","vin","Boschendal","13,50","209,00","0,75","","Boschendal","2017","W.O. Elgin","W.O. Elgin","Chardonnay 100%"
"Sommelier Selection Chenin Blanc","2556114","Sydafrika","vin","Boschendal","13,50","99,90","0,75","","Boschendal","2017","Coastal Region","Wine of Origin","Chenin Blanc 100%"
"Jean Garde Chardonnay","2563914","Sydafrika","vin","Boschendal","14,00","83,90","0,75","","Boschendal","2013","Western Cape","","Chardonnay 100%"
"Boschendal 1685 Chardonnay","2552314","Sydafrika","vin","Boschendal","13,50","96,90","0,75","","Boschendal","2017","Coastal Region","","Chardonnay 100%"
"Boschendal Brut NV","2519714","Sydafrika","vin","Boschendal","12,50","105,00","0,75","","Boschendal","2013","Western Cape","","Chardonnay 52%, Pinot Noir 48%"
"The Pavillion Chenin Blanc","2520414","Sydafrika","vin","Boschendal","12,50","67,90","0,75","","Boschendal","2013","Western Cape","","Chenin Blanc 95%, Viognier 5%"
"Beavertown Neck Oil 4,3","2100491","Storbritannien","öl","Beavertown Brewery","4,30","1918,35","30,00","","Beavertown Brewery","","","",""
"The Pavillion Rosé","2520514","Sydafrika","vin","Boschendal","12,50","67,90","0,75","","Boschendal","2013","Western Cape","","Merlot 40%, Cabernet Sauvignon 30%, Shiraz 30%"
"Bridlewood Estate Winery Pinot Noir","2522514","USA","vin","Bridlewood Estate Winery","14,50","104,00","0,75","","Bridlewood Estate Winery","2013:2","Kalifornien","Monterey County","Pinot Noir med en liten del Zinfandel"
"Boschendal 1685 Shiraz","2519814","Sydafrika","vin","Boschendal","14,00","114,00","0,75","","Boschendal","2013","Coastal Region, Western Cape","","Shiraz 100%"
"Brampton Pinotage","2533014","Sydafrika","vin","Boschendal","14,00","62,40","0,75","","Boschendal","2015","Coastal Region","","Pinotage 100%"
"Boschendal Vin dÓr","2565021","Sydafrika","vin","Boschendal","13,00","89,90","0,38","","Boschendal","2018","Western Cape","","Weisser Riesling 100%"
"Boschendal 1685 Sauvignon Blanc","2519914","Sydafrika","vin","Boschendal","13,00","94,40","0,75","","Boschendal","2013","Western Cape","","Sauvignon Blanc 95%, Semillon 5%"
"Sommelier Selection Pinotage","2556014","Sydafrika","vin","Boschendal","14,00","99,90","0,75","","Boschendal","2017","Coastal Region","Wine of Origin","Pinotage 100%"
"Toselli Spumante alkoholfri","2507114","Italien","vin","Bosca","0,00","34,90","0,75","","Bosca","2011","","","Olika druvor samt en liten del Moscato Bianco"
"Castillo de Borgia Garnacha","2560314","Spanien","vin","Bodegas Borsao","13,50","60,90","0,75","","Bodegas Borsao","2017","Aragonien","DO Campo de Borja","Garnacha 85%, Tempranillo 10%,  Cabernet Sauvignon 5%"
"Boschendal Lanoy Oaked Sauvignon Blanc","2524914","Sydafrika","vin","Boschendal","13,50","26,20","0,75","","Boschendal","2014","Coastal Region, Western Cape","","Sauvignon Blanc 90% , Semillion 10%"
"Castillo de Borgia Macabeo","2560214","Spanien","vin","Bodegas Borsao","12,50","60,90","0,75","","Bodegas Borsao","2017","Aragonien","DO Campo de Borja","Macabeo 95%,  Muscat 5%"
"Tres Picos","2459314","Spanien","vin","Bodegas Borsao","15,00","175,00","0,75","","Bodegas Borsao","","Aragonien","DO Campo de Borja","Garnacha 100%"
"Bonchelli Primitivo EKO","2545614","Italien","vin","Bonchelli","13,50","88,90","0,75","","Bonchelli","2016","Apulien","","Primitivo 100%"
"Castillo de Benizar Cabernet Sauvignon Rosé","2475014","Spanien","vin","Bodegas Ayuso","13,00","59,90","0,75","","Bodegas Ayuso","","La Mancha","DO La Mancha","Cabernet Sauvignon 100%"
"Estola Reserva","2465214","Spanien","vin","Bodegas Ayuso","13,50","68,90","0,75","","Bodegas Ayuso","","La Mancha","DO La Mancha","Cencibel (Tempranillo) 75%, Cabernet Sauvignon 25%"
"Estola Gran Reserva","2417714","Spanien","vin","Bodegas Ayuso","13,50","83,90","0,75","","Bodegas Ayuso","","La Mancha","DO La Mancha","Cencibel (Tempranillo) 65% och Cabernet Sauvignon 35%"
"Castillo De Benizar Tempranillo","2413014","Spanien","vin","Bodegas Ayuso","12,50","59,90","0,75","","Bodegas Ayuso","","La Mancha","DO La Mancha","Cencibel (Tempranillo) 100%"
"Bonchelli Prosecco EKO","2562014","Italien","vin","Bonchelli","11,00","94,90","0,75","","Bonchelli","2017","Veneto","","Glera 100%"
"Castillo De Benizar Blanco","2412914","Spanien","vin","Bodegas Ayuso","12,50","59,90","0,75","","Bodegas Ayuso","","La Mancha","DO La Mancha","Macabeo (Viura) 100%"
"Boschendal Lanoy Cabernet Sauvignon Merlot","2520014","Sydafrika","vin","Boschendal","14,00","81,40","0,75","","Boschendal","2013","Western Cape","","Cabernet Sauvignon 87%, Merlot 13%"
"Bacardi Razz","2714323","","sprit","Bacardi","32,00","223,00","0,70","","Bacardi","2010","","",""
"Boschendal Vin dÓr","2565011","Sydafrika","vin","Boschendal","13,00","89,90","0,38","","Boschendal","2018","Western Cape","","Weisser Riesling 100%"
"Saint Germain Elderflower","2727423","","sprit","Bacardi","20,00","398,00","0,70","","Bacardi","2017","","",""
"Martini Extra Dry","2727923","Frankrike","sprit","Bacardi","15,00","121,00","0,75","","Bacardi","2017","","",""
"Bacardi OakHeart","2717823","","sprit","Bacardi","35,00","224,00","0,70","","Bacardi","2012:1","","",""
"Bacardi Carta Oro","2723823","","sprit","Bacardi","40,00","239,00","0,70","","Bacardi","2010","","",""
"Bénédictine DOM","2727522","Frankrike","sprit","Bacardi","40,00","219,00","0,50","","Bacardi","2017","","",""
"Bacardi Limón","2714223","","sprit","Bacardi","32,00","223,00","0,70","","Bacardi","2010","","",""
"Jim Beam Black","2730023","USA","sprit","","43,00","309,00","0,70","","","2018","","",""
"Grängesberg Pilsner-öl 2,8","1188837","Sverige","öl","Grängesberg","2,80","5,10","0,33","","","2016","","",""
"Martini Bianco","2727823","Frankrike","sprit","","15,00","121,00","0,75","","","2017","","",""
"Kivik Ekologisk Äppelcider med smak av Fläderblom","2724911","","cider","Kiviks Musteri","4,50","19,80","0,33","","","2016","","",""
"Reina de Castilla Verdejo Barrel","2566914","Spanien","vin","","13,00","111,00","0,75","","","2018","Kastilien-León","DO Rueda","Verdejo 100%"
"Attems Pinot Grigio Ramato Giulia IGT","2505514","Italien","vin","Attems","12,50","122,00","0,75","","Attems","2011","Friuli Venezia Giulia","","Pinot Grigio 100%"
"Pierre Ferrand 10 Generations","2730122","Frankrike","sprit","","46,00","310,00","0,50","","","2018","","",""
"Plan B! Shiraz","2563214","Australien","vin","","14,50","89,90","0,75","","","2017","Western Australia","Frankland River","Shiraz 100%"
"Single Vineyard Pinot Noir","2556614","Chile","vin","","13,50","105,00","0,75","","","2017","San Antonio Valley","","Pinot Noir 100%"
"Vol d'Anima Rosé","2561814","Spanien","vin","","13,50","83,90","0,75","","","2017","Katalonien","DO Costers del Segre","Pinot Noir, Chardonnay"
"Codorniu Ecológica Rosé Brut","2555714","Spanien","vin","","12,00","81,90","0,75","","","2017","Katalonien","DO Cava","Xarello 75%, Pinot Noir 25%"
"Attems Sauvignon Blanc Venezia Giulia IGT","2515014","Italien","vin","Attems","12,50","122,00","0,75","","Attems","2013","Friuli Venezia Giulia","","Sauvignon Blanc 100%"
"Scala Dei Cartoixa","2549224","Spanien","vin","","15,00","307,00","0,75","","","2016","Katalonien","DOCa Priorat","Garnacha 75%, Cariñena 25%"
"Grey Goose Vodka","2727623","Frankrike","sprit","Bacardi","40,00","469,00","0,70","","Bacardi","2017","","",""
"Cuatro Pasos Black","2538714","Spanien","vin","","13,50","105,00","0,75","","","2015","Kastilien-León","DO Bierzo","Mencía 100%"
"Scala Dei Cartoixa","2549214","Spanien","vin","","15,00","307,00","0,75","","","2016","Katalonien","DOCa Priorat","Garnacha 75%, Cariñena 25%"
"Carramimbre Crianza","2525214","Spanien","vin","","14,50","146,00","0,75","","","2014","Kastilien-León","DO Ribera del Duero","Tinta del País (Tempranillo) 90% , Cabernet Sauvignon 10%"
"Altamimbre","2525124","Spanien","vin","","14,00","220,00","0,75","","","2014","Kastilien-León","DO Ribera del Duero","Tinta del País (Tempranillo) 100%"
"Trapiche Reserve Malbec","2512214","Argentina","vin","","13,50","80,90","0,75","","","2018","Mendoza","","Malbec 100%"
"Museum Real Reserva","2423414","Spanien","vin","","14,50","163,00","0,75","","","","Kastilien-León","DO Cigales","Tinta del País (Tempranillo) 100%"
"Máximo Tempranillo","2513114","Spanien","vin","","13,50","62,90","0,75","","","","Kastilien-León","VdlT de Castillia","Tempranillo 100%"
"Vinea Crianza","2423314","Spanien","vin","","14,00","98,90","0,75","","","","Kastilien-León","DO Cigales","Tinta del País (Tempranillo) 100%"
"Pierre Ferrand Renegade Barrel N°2","2729223","Frankrike","sprit","Cognac Ferrand","47,10","699,00","0,70","","","2018","","","Copper Pot Stills. Open Flame. Lagrad på Pierre Ferrand fat och Chestnut Wood Barrel i ett år"
"Cuvée Barcelona 1872","2457514","Spanien","vin","","11,50","92,90","0,75","","","2018","Katalonien","DO Cava","Macabeo 35%, Xarel·lo 35%, Parellada 30%"
"Boschendal Brut Rosé NV","2563314","Sydafrika","vin","Boschendal","12,50","129,00","0,75","","Boschendal","2017","Coastal Region","Wine of Origin","Pinot Noir 80%, Chardonnay 20%"
"Starobrno 3,5","2156611","","öl","","3,50","11,47","0,33","","","","","",""
"Pistonhead Full Amber 6,0","1171491","Sverige","öl","Brutal Brewing","6,00","1539,69","30,00","","Brutal Brewing","2015","","",""
"CUMA Malbec Rosé EKO","2544914","Argentina","vin","Cuma","13,00","72,90","0,75","","Cuma","2016","","","Malbec 100%"
"Ghost Pines Zinfandel","2554714","USA","vin","","14,50","127,00","0,75","","","2017","Kalifornien","Sonoma County, San Joaquin County","Zinfandel 97%, Petit Sirah 3%"
"Don David Tannat","2543914","Argentina","vin","Bodega El Esteco","14,00","98,90","0,75","","Bodega El Esteco","2016","Salta","Calchaqui Valley","Tannat 100%"
"Sir Taste a Lot 3,5","1154527","","öl","Brutal Brewing","3,50","13,57","0,50","","Brutal Brewing","2012","","",""
"Miradou Rosé","2543214","Frankrike","vin","Gassier","12,50","79,90","0,75","","Gassier","2016","Provence","IGP Méditerranée","Carignan 45%, Grenache 10%, Cinsault 10%, Syrah 10%, Caladoc 25%"
"Glen Carlou Chardonnay","2462614","Sydafrika","vin","Glen Carlou","13,50","119,00","0,75","","Glen Carlou","","Western Cape","WO Paarl","Chardonnay"
"The Welder","2511321","Sydafrika","vin","Glen Carlou","10,50","89,40","0,38","","Glen Carlou","2012","Western Cape","WO Paarl","Chenin Blanc"
"The Beach House Sauvignon Blanc","2542614","Sydafrika","vin","Douglas Green","13,00","65,90","0,75","","Douglas Green","2016","Western Cape","","Sauvignon Blanc 90%, Semillon 10%"
"The Famous Grouse Blended Whisky","2709423","Skottland","sprit","The Famous Grouse","40,00","260,00","0,70","","The Famous Grouse","","","",""
"Grythyttan Stilla Källvatten","1212142","","vatten","Grythyttan","0,00","15,09","0,80","","Grythyttan","2015","","",""
"Crozes-Hermitage ""Esquisse"" EKO","2518014","Frankrike","vin","Domaine des Hauts Châssis","13,00","145,00","0,75","","Domaine des Hauts Châssis","2013","Rhône","AOP Crozes-Hermitage","Syrah 100%"
"Sleepy Bulldog Best Bitter 3,5","1157611","Sverige","öl","Gotlands Bryggeri","3,50","13,51","0,33","","Gotlands Bryggeri","2013","","",""
"Domaine de Fenouillet Combe Rouge","2537414","Frankrike","vin","JeanJean","13,00","103,70","0,75","","JeanJean","2015","Languedoc","AOP Faugères","Syrah 60%, Grenache 25%, Carignan 15%"
"La Méridionale Rosé","2578314","Frankrike","vin","JeanJean","12,00","64,90","0,75","","JeanJean","2018","Languedoc","IGP Pays d´Oc","Grenache 55%, Cinsault 45%"
"Pinot Noir MosaïK","2565514","Frankrike","vin","Domaine Kuentz-Bas","12,50","141,00","0,75","","Domaine Kuentz-Bas","2018","Alsace","AOC Alsace","Pinot Noir 100%"
"Monte Stelle Soave DOC Classico","2550414","Italien","vin","La Cappuccina","12,50","59,90","0,75","","La Cappuccina","2016","Veneto","","Garganega, till 100 % från La Cappuccinas egen vingård Monte Stelle."
"La Méridionale Rouge","2578114","Frankrike","vin","JeanJean","13,00","62,90","0,75","","JeanJean","2018","Languedoc","IGP Pays d´Oc","Merlot 55%, Syrah 45%"
"La Croix St Pierre blanc","2533914","Frankrike","vin","JeanJean","12,50","64,90","0,75","","JeanJean","2015","Languedoc","IGP Pays d´Oc","Chardonnay 60% , Sauvignon Blanc 40%"
"Galliano Liqueur","2726422","Italien","sprit","Edrington","30,00","176,00","0,50","","Edrington","2017","","",""
"La Chevalière Syrah Grenache EKO","2548014","Frankrike","vin","Mas La Chevalière","13,00","92,90","0,75","","Mas La Chevalière","2016","Languedoc","IGP Pays d´Oc","Syrah 70%, Grenache 30%"
"La Chevalière Chardonnay EKO","2548314","Frankrike","vin","Mas La Chevalière","12,00","92,90","0,75","","Mas La Chevalière","2016","Languedoc","IGP Pays d´Oc","Chardonnay 100%"
"Bacardi Carta Blanca","2709923","","sprit","Bacardi","37,50","229,00","0,70","","Bacardi","","","",""
"Domaine Laroche Chablis Premier Cru Les Vaillons Vieilles Vignes","2547824","Frankrike","vin","Domaine Laroche","12,50","251,00","0,75","","Domaine Laroche","2016","Bourgogne","AOC Chablis 1er Cru","Chardonnay 100%"
"Clos de l´Oratoire des Papes Châteauneuf-du-Pape Rouge","2516324","Frankrike","vin","Ogier","14,50","311,00","0,75","","Ogier","2013","Rhône","AOC Châteauneuf-du-Pape","Grenache 80%, Syrah 8%, Mourvèdre 7%, Cinsault 5%"
"Nipozzano Riserva Chianti Rufina DOCG","2504814","Italien","vin","Castello di Nipozzano","13,00","130,80","0,75","","Castello di Nipozzano","2009","Toscana","","Sangiovese 90% och kompletterande druvor 10% dvs Malvasia Nera, Colorino, Merlot och Cabernet Sauvignon"
"Clos de l´Oratoire des Papes Châteauneuf-du-Pape Rouge","2516326","Frankrike","vin","Ogier","14,50","614,00","1,50","","Ogier","2013","Rhône","AOC Châteauneuf-du-Pape","Grenache 80%, Syrah 8%, Mourvèdre 7%, Cinsault 5%"
"Domaine Laroche Chablis Saint Martin","2546814","Frankrike","vin","Domaine Laroche","12,50","165,00","0,75","","Domaine Laroche","2016","Bourgogne","AOC Chablis","Chardonnay 100%"
"NOW by Paxton EKO","2566514","Australien","vin","Paxton","14,00","125,00","0,75","","Paxton","2018","South Australia","McLaren Vale","Shiraz 100%"
"Ghost Pines Cabernet Sauvignon","2555214","USA","vin","Ghost Pines","14,00","146,00","0,75","","Ghost Pines","2017","Kalifornien","Dry Creek Valley, Lake County, Napa County, Alexander Valley","Cabernet Sauvignon 90% , Merlot 9%, Petite Sirah 1%"
"Philipponnat Royale Réserve Brut","2406011","Frankrike","vin","Champagne Philipponnat","12,00","188,00","0,38","","Champagne Philipponnat","","Champagne","","Pinot Noir 65%, Chardonnay 30% och Pinot Meunier 5%"
"Coto Vintage Crianza","2464114","Spanien","vin","El Coto de Rioja","13,50","87,90","0,75","","El Coto de Rioja","","Rioja","DOCa Rioja","Tempranillo 100% (från Alavesa)"
"Coto Vintage Rosado","2518414","Spanien","vin","El Coto de Rioja","13,50","69,90","0,75","","El Coto de Rioja","2013","Rioja","DOCa Rioja","Tempranillo samt lite garnacha"
"Santoro Rosso del Salento IGP","2548714","Italien","vin","Cantina San Marzano","13,00","71,90","0,75","","Cantina San Marzano","2011","Apulien","","Sangiovese, Malvasia Nera och Aglianico"
"Carramimbre Verdejo","2556314","Spanien","vin","Bodegas Pingón","12,50","76,90","0,75","","Bodegas Pingón","2017","","DO Rueda","Verdejo 100%"
"Barolo Prapò DOCG","2535824","Italien","vin","Mauro Sebaste","14,50","335,00","0,75","","Mauro Sebaste","2010","Piemonte","","Nebbiolo 100%"
"Dark Horse Rosé","2565214","USA","vin","","12,50","84,90","0,75","","","2018","Kalifornien","","Grenache 48%, Barbera 16%, Pinot Gris 13%, Tempranillo 12%, Other 11%"
"Mariestads Ofiltrerad Export 5,8","1174191","Sverige","öl","Spendrups Bryggeri","5,80","1519,68","30,00","","Spendrups Bryggeri","2015","","",""
"Paulaner Oktoberfest-Bier 6,0","2166891","Tyskland","öl","Paulaner Brauerei","6,00","1673,61","30,00","","Paulaner Brauerei","","","",""
"Mariestads Julebrygd Alkoholfri 0,5","1174211","Sverige","öl","Spendrups Bryggeri","0,50","9,88","0,33","","Spendrups Bryggeri","2016","","",""
"Norrlands Ljus Alkoholfri Ekologisk 0,5","1182211","Sverige","öl","Spendrups Bryggeri","0,50","9,36","0,33","","Spendrups Bryggeri","2016","","",""
"Paulaner Münchner Hell 4,9","2136291","Tyskland","öl","Paulaner Brauerei","4,90","1580,97","30,00","","Paulaner Brauerei","","","",""
"Briska Jordgubb & Rabarber","1729811","","cider","Spendrups Bryggeri","4,50","16,72","0,33","","Spendrups Bryggeri","2018","","",""
"Trocadero","1309040","","läsk","Spendrups","0,00","9,50","0,50","","Spendrups","","","",""
"Briska Blåbär Hallon","1721839","Sverige","cider","Spendrups Bryggeri","4,50","16,81","0,33","","Spendrups Bryggeri","2014","","",""
"Trapiche Malbec Terroir Finca Orellana","2541224","Argentina","vin","Trapiche","15,00","203,00","0,75","","Trapiche","2014:2","Mendoza","","100% Malbec"
"Altos del Condor Tempranillo-Malbec","2522714","Argentina","vin","Trapiche","12,00","56,90","0,75","","Trapiche","2013:2","Mendoza","","Tempranillo 50%, Malbec 50%"
"Kallholmen Levande Lager 4,7","2123011","Sverige","öl","Skellefteå Bryggeri","4,70","18,99","0,33","","Skellefteå Bryggeri","2017","","",""
"Trapiche Terroir Malbec Finca Coletto","2551714","Argentina","vin","Trapiche","14,50","221,00","0,75","","Trapiche","2016","Mendoza","","Malbec"
"Torre Del Falasco Corvina IGT","2451914","Italien","vin","Cantina Valpantena","13,00","64,90","0,75","","Cantina Valpantena","","Veneto","","Corvina 100%"
"Saint-Aubin 1er Cru Les Champlots","2570324","Frankrike","vin","Henri de Villamont","13,00","315,00","0,75","","Henri de Villamont","2018","Bourgogne","AOP Saint Aubin Premier Cru","Chardonnay 100%"
"Bourgogne Pinot Noir Prestige","2566214","Frankrike","vin","Henri de Villamont","13,00","143,00","0,75","","Henri de Villamont","2018","Bourgogne","AOP Bourgogne","Pinot Noir 100%"
"Chassagne-Montrachet 1er Cru Les Embazées","2514624","Frankrike","vin","Henri de Villamont","13,00","436,00","0,75","","Henri de Villamont","2013","Bourgogne","AOC Chassagne-Montrachet 1er Cru","Chardonnay 100%"
"Coca-Cola Light","2300911","","läsk","Coca-Cola","0,00","8,90","0,33","","Coca-Cola","","","",""
"Torre Del Falasco Garganega IGT","2452014","Italien","vin","Cantina Valpantena","13,00","64,90","0,75","","Cantina Valpantena","","Veneto","","Garganega 100%"
"Trapiche Iscay Syrah Viognier","2530324","Argentina","vin","Trapiche","15,00","303,00","0,75","","Trapiche","2014","Mendoza","","97% Syrah och 3% Viognier"
"Zaphy Cabernet Sauvignon EKO","2506914","Argentina","vin","Trapiche","14,00","67,40","0,75","","Trapiche","2011","San Juan","","Cabernet Sauvignon 80%, Syrah 20%"
"La Serra EKO","2555924","Spanien","vin","","13,50","169,00","0,75","","","2017","Katalonien","DO Costers del Segre","Chardonnay 100%"
"Aglianico Dal Re Irpinia DOC","2566814","Italien","vin","Feudi di San Gregorio","13,82","121,00","0,75","","Feudi di San Gregorio","2018","Campania","Irpinia Aglianico D.O.C.","Aglianico"
"Domaine Laroche Chablis Premier Cru Les Beauroys","2548214","Frankrike","vin","Domaine Laroche","13,00","209,00","0,75","","Domaine Laroche","2016","Bourgogne","","Chardonnay 100%"
